Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
8975201,WHOSIS_000001,COUNTRY,PRI,YEAR,AMR,Americas,SEX,SEX_FMLE,2001,,,,,,,80.2 [80.1-80.4],80.20135,80.10973,80.36831,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
8975796,WHOSIS_000001,COUNTRY,AGO,YEAR,AFR,Africa,SEX,SEX_FMLE,2006,,,,,,,56.2 [55.4-57.3],56.22272,55.37207,57.3496,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8975835,WHOSIS_000001,REGION,SEAR,YEAR,,,SEX,SEX_MLE,2020,,,,,,,68.7 [68.2-69.4],68.74875,68.18308,69.39565,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8975950,WHOSIS_000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_BTSX,2018,,,,,,,65.5 [64.7-66.4],65.51554,64.74335,66.38803,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8976354,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_FMLE,2007,,,,,,,76.7 [76.7-76.8],76.71082,76.65921,76.84192,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8976452,WHOSIS_000001,COUNTRY,NIC,YEAR,AMR,Americas,SEX,SEX_FMLE,2021,,,,,,,77.7 [77.3-78.2],77.67507,77.26513,78.18418,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8976579,WHOSIS_000001,COUNTRY,BGR,YEAR,EUR,Europe,SEX,SEX_MLE,2006,,,,,,,69.1 [69.0-69.3],69.14677,68.99404,69.33493,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8976597,WHOSIS_000001,COUNTRY,AZE,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,76.0 [75.8-76.3],76.01645,75.77819,76.33451,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8978440,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2017,,,,,,,76.9 [76.6-77.5],76.94626,76.56658,77.50923,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8979445,WHOSIS_000001,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2008,,,,,,,67.0 [66.7-67.3],67.02759,66.73807,67.34568,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
8980816,WHOSIS_000001,COUNTRY,PER,YEAR,AMR,Americas,SEX,SEX_BTSX,2014,,,,,,,80.0 [79.6-80.5],80.00001,79.62091,80.5093,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8980887,WHOSIS_000001,COUNTRY,FIN,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,83.8 [83.8-83.9],83.82365,83.80654,83.92208,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8982194,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,82.6 [82.6-82.7],82.58994,82.57286,82.68725,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8982652,WHOSIS_000001,COUNTRY,LAO,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2011,,,,,,,65.0 [64.4-65.8],65.0389,64.4413,65.80648,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8984432,WHOSIS_000001,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2012,,,,,,,77.3 [76.8-77.8],77.26202,76.77192,77.77251,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8984885,WHOSIS_000001,COUNTRY,AUT,YEAR,EUR,Europe,SEX,SEX_BTSX,2005,,,,,,,79.3 [79.3-79.4],79.3262,79.31785,79.41036,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8984894,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,SEX_FMLE,2014,,,,,,,57.8 [57.0-58.6],57.76131,57.04424,58.64121,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8984901,WHOSIS_000001,COUNTRY,SSD,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,56.6 [55.4-58.3],56.61555,55.35732,58.30808,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8986802,WHOSIS_000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,,,,,,,78.3 [78.2-78.5],78.34893,78.24252,78.54546,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8987180,WHOSIS_000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2010,,,,,,,68.5 [67.9-69.1],68.45424,67.92128,69.07698,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8987629,WHOSIS_000001,COUNTRY,GUY,YEAR,AMR,Americas,SEX,SEX_BTSX,2013,,,,,,,66.2 [65.7-66.9],66.24211,65.70647,66.87386,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8987948,WHOSIS_000001,COUNTRY,TGO,YEAR,AFR,Africa,SEX,SEX_FMLE,2003,,,,,,,58.3 [57.4-59.4],58.31937,57.39121,59.44804,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
8989018,WHOSIS_000001,COUNTRY,CUB,YEAR,AMR,Americas,SEX,SEX_BTSX,2017,,,,,,,77.7 [77.6-77.8],77.65331,77.61747,77.75189,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8989531,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2014,,,,,,,76.2 [75.8-76.7],76.19911,75.83344,76.66346,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8991610,WHOSIS_000001,COUNTRY,BHS,YEAR,AMR,Americas,SEX,SEX_FMLE,2016,,,,,,,76.1 [75.8-76.5],76.0896,75.782,76.48767,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8991978,WHOSIS_000001,COUNTRY,GEO,YEAR,EUR,Europe,SEX,SEX_FMLE,2008,,,,,,,76.7 [76.6-77.0],76.73683,76.56931,76.97765,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
8992392,WHOSIS_000001,COUNTRY,BLR,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,74.8 [74.8-75.0],74.82273,74.76931,74.95339,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8992472,WHOSIS_000001,COUNTRY,GEO,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,73.5 [73.4-73.7],73.50476,73.37238,73.67772,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8993417,WHOSIS_000001,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2009,,,,,,,74.5 [74.4-74.7],74.50388,74.36883,74.72198,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
8994335,WHOSIS_000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_FMLE,2020,,,,,,,66.6 [66.3-67.0],66.58833,66.32225,66.95537,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8997010,WHOSIS_000001,COUNTRY,LSO,YEAR,AFR,Africa,SEX,SEX_MLE,2018,,,,,,,48.8 [47.8-50.0],48.75369,47.83417,49.99795,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8997548,WHOSIS_000001,COUNTRY,LVA,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,,,,,,,73.2 [73.1-73.3],73.20252,73.11605,73.34474,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8998322,WHOSIS_000001,COUNTRY,LUX,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,,,,,,,82.6 [82.4-82.8],82.55544,82.4465,82.76459,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8998775,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,67.3 [66.8-68.1],67.34787,66.78416,68.13411,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8998816,WHOSIS_000001,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2006,,,,,,,72.0 [71.8-72.4],72.03628,71.80032,72.38476,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8999191,WHOSIS_000001,COUNTRY,GUY,YEAR,AMR,Americas,SEX,SEX_BTSX,2006,,,,,,,65.3 [64.9-65.9],65.30397,64.90081,65.90461,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8999355,WHOSIS_000001,COUNTRY,USA,YEAR,AMR,Americas,SEX,SEX_FMLE,2021,,,,,,,79.1 [79.1-79.2],79.14743,79.11853,79.245,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8999728,WHOSIS_000001,REGION,AMR,YEAR,,,SEX,SEX_BTSX,2021,,,,,,,74.1 [73.9-74.4],74.11269,73.90729,74.37998,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9001006,WHOSIS_000001,COUNTRY,URY,YEAR,AMR,Americas,SEX,SEX_BTSX,2009,,,,,,,76.7 [76.6-76.8],76.67129,76.59481,76.84082,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9001150,WHOSIS_000001,COUNTRY,PAN,YEAR,AMR,Americas,SEX,SEX_MLE,2000,,,,,,,73.2 [72.9-73.5],73.17581,72.9094,73.54182,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9001469,WHOSIS_000001,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2014,,,,,,,71.1 [70.5-71.8],71.13792,70.51912,71.77964,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9001799,WHOSIS_000001,COUNTRY,MDA,YEAR,EUR,Europe,SEX,SEX_FMLE,2009,,,,,,,72.5 [72.3-72.6],72.46733,72.29693,72.63869,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9003091,WHOSIS_000001,COUNTRY,PER,YEAR,AMR,Americas,SEX,SEX_FMLE,2019,,,,,,,79.9 [79.3-80.4],79.88216,79.33822,80.44596,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9003826,WHOSIS_000001,COUNTRY,LKA,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2021,,,,,,,74.2 [73.0-75.7],74.15829,72.99877,75.72424,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9003974,WHOSIS_000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2001,,,,,,,72.2 [71.5-73.2],72.21048,71.49066,73.19152,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9007337,WHOSIS_000001,COUNTRY,VNM,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2003,,,,,,,76.4 [75.9-76.9],76.37204,75.91007,76.89534,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9008009,WHOSIS_000001,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,78.6 [78.6-78.8],78.64626,78.58176,78.7773,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9008029,WHOSIS_000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2004,,,,,,,74.5 [74.5-74.5],74.469,74.46379,74.53786,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9008906,WHOSIS_000001,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_FMLE,2000,,,,,,,51.6 [50.6-52.8],51.57782,50.6039,52.77898,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9009728,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,78.1 [78.1-78.2],78.08633,78.05349,78.18189,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9010177,WHOSIS_000001,COUNTRY,HND,YEAR,AMR,Americas,SEX,SEX_FMLE,2016,,,,,,,72.4 [71.7-73.0],72.3838,71.71214,72.98668,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9012299,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_FMLE,2014,,,,,,,63.0 [62.2-64.0],63.02628,62.17837,63.98602,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9013124,WHOSIS_000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,80.4 [80.3-80.6],80.42225,80.33032,80.62162,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9013876,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2011,,,,,,,72.4 [72.0-72.8],72.35102,72.00214,72.78076,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9015164,WHOSIS_000001,COUNTRY,SVK,YEAR,EUR,Europe,SEX,SEX_BTSX,2004,,,,,,,74.1 [74.1-74.3],74.14712,74.09561,74.27079,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9015206,WHOSIS_000001,GLOBAL,GLOBAL,YEAR,,,SEX,SEX_FMLE,2012,,,,,,,74.0 [73.6-74.4],73.96359,73.58119,74.41596,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9016521,WHOSIS_000001,REGION,EMR,YEAR,,,SEX,SEX_FMLE,2017,,,,,,,71.3 [70.7-72.0],71.27957,70.67334,71.98568,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9017383,WHOSIS_000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2009,,,,,,,73.9 [73.6-74.2],73.92903,73.57621,74.23821,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9019052,WHOSIS_000001,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2015,,,,,,,70.5 [69.9-71.3],70.539,69.92138,71.27515,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9019192,WHOSIS_000001,COUNTRY,CUB,YEAR,AMR,Americas,SEX,SEX_BTSX,2004,,,,,,,77.4 [77.4-77.5],77.44558,77.40101,77.5445,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9019198,WHOSIS_000001,COUNTRY,LCA,YEAR,AMR,Americas,SEX,SEX_FMLE,2000,,,,,,,76.3 [76.1-76.5],76.26622,76.07084,76.52829,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9020220,WHOSIS_000001,COUNTRY,GMB,YEAR,AFR,Africa,SEX,SEX_MLE,2010,,,,,,,60.6 [59.8-61.4],60.61872,59.77965,61.43607,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9020647,WHOSIS_000001,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2011,,,,,,,64.5 [63.7-65.5],64.51306,63.65126,65.4906,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9021427,WHOSIS_000001,COUNTRY,ECU,YEAR,AMR,Americas,SEX,SEX_MLE,2003,,,,,,,70.8 [70.4-71.2],70.81854,70.38592,71.19247,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9021448,WHOSIS_000001,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2012,,,,,,,75.0 [74.5-75.5],74.98567,74.47883,75.4885,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9021909,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,SEX_BTSX,2006,,,,,,,54.7 [53.9-55.8],54.69956,53.90654,55.75249,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9022952,WHOSIS_000001,COUNTRY,BDI,YEAR,AFR,Africa,SEX,SEX_FMLE,2015,,,,,,,64.6 [63.8-65.4],64.58901,63.8432,65.41228,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9023236,WHOSIS_000001,COUNTRY,USA,YEAR,AMR,Americas,SEX,SEX_FMLE,2013,,,,,,,80.9 [80.8-80.9],80.89031,80.84496,80.93565,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9023423,WHOSIS_000001,COUNTRY,PRY,YEAR,AMR,Americas,SEX,SEX_BTSX,2009,,,,,,,74.8 [74.2-75.5],74.78627,74.23886,75.51339,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9024006,WHOSIS_000001,COUNTRY,DNK,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,79.1 [79.1-79.2],79.12797,79.10702,79.21206,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9024950,WHOSIS_000001,COUNTRY,LUX,YEAR,EUR,Europe,SEX,SEX_MLE,2006,,,,,,,77.4 [77.3-77.6],77.3735,77.27682,77.56754,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9025341,WHOSIS_000001,COUNTRY,VEN,YEAR,AMR,Americas,SEX,SEX_MLE,2010,,,,,,,70.7 [70.6-70.8],70.65533,70.57512,70.7967,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9025944,WHOSIS_000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2012,,,,,,,64.8 [63.9-65.8],64.82125,63.9291,65.79236,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9026444,WHOSIS_000001,COUNTRY,KIR,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2008,,,,,,,57.9 [57.1-58.8],57.93345,57.11844,58.80549,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9026946,WHOSIS_000001,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2017,,,,,,,78.2 [77.7-78.8],78.18179,77.65714,78.82202,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9028300,WHOSIS_000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2021,,,,,,,75.9 [75.5-76.7],75.93976,75.47798,76.66414,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9028395,WHOSIS_000001,REGION,AFR,YEAR,,,SEX,SEX_MLE,2015,,,,,,,60.5 [59.8-61.5],60.54231,59.75955,61.52243,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9028513,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,81.1 [81.1-81.2],81.14657,81.13282,81.21909,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9028673,WHOSIS_000001,REGION,AFR,YEAR,,,SEX,SEX_BTSX,2000,,,,,,,53.0 [52.1-53.8],52.98151,52.0536,53.80744,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9029301,WHOSIS_000001,REGION,SEAR,YEAR,,,SEX,SEX_FMLE,2011,,,,,,,70.6 [70.1-71.2],70.60912,70.09681,71.15411,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9029910,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_MLE,2005,,,,,,,76.6 [76.6-76.7],76.64076,76.58008,76.70144,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9030235,WHOSIS_000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,SEX_BTSX,2007,,,,,,,73.1 [72.9-73.3],73.0518,72.87963,73.27148,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9031526,WHOSIS_000001,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2011,,,,,,,70.3 [69.6-71.0],70.26242,69.60888,70.9762,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9031902,WHOSIS_000001,REGION,AFR,YEAR,,,SEX,SEX_BTSX,2002,,,,,,,53.8 [53.1-54.7],53.83875,53.12782,54.74114,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9031938,WHOSIS_000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,,,,,,,80.1 [79.8-80.5],80.12518,79.84371,80.52425,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9032101,WHOSIS_000001,COUNTRY,SUR,YEAR,AMR,Americas,SEX,SEX_FMLE,2005,,,,,,,74.3 [74.0-74.6],74.31725,74.01919,74.63425,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9032201,WHOSIS_000001,COUNTRY,GRD,YEAR,AMR,Americas,SEX,SEX_MLE,2008,,,,,,,67.9 [67.8-68.3],67.93946,67.75239,68.25749,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9033340,WHOSIS_000001,COUNTRY,TLS,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2014,,,,,,,67.5 [66.7-68.4],67.48251,66.70372,68.4256,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9034349,WHOSIS_000001,COUNTRY,ETH,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,66.9 [66.0-67.9],66.92858,66.04683,67.87818,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9036373,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,SEX_FMLE,2007,,,,,,,81.1 [81.1-81.2],81.14368,81.12991,81.22869,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9036542,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,SEX_BTSX,2014,,,,,,,61.3 [60.8-62.1],61.34711,60.76971,62.07364,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9037148,WHOSIS_000001,COUNTRY,FIN,YEAR,EUR,Europe,SEX,SEX_MLE,2007,,,,,,,75.8 [75.8-75.9],75.8311,75.80524,75.91686,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9037836,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2011,,,,,,,78.1 [77.8-78.4],78.09738,77.80715,78.43959,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9039396,WHOSIS_000001,COUNTRY,LAO,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2007,,,,,,,62.6 [61.9-63.4],62.60763,61.9153,63.35622,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9039757,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,SEX,SEX_MLE,2002,,,,,,,61.8 [61.2-62.3],61.75485,61.19,62.30308,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
